threshold,net_benefit,tp,fp,N,variant,model
0.01,0.4339890129363813,25,26,57,BIOMARKERS,HGB
0.02,0.4303616183315431,25,23,57,BIOMARKERS,HGB
0.03,0.42828721287755467,25,19,57,BIOMARKERS,HGB
0.04,0.4269005847953216,25,16,57,BIOMARKERS,HGB
0.05,0.4247460757156048,25,15,57,BIOMARKERS,HGB
0.060000000000000005,0.42179917879805895,25,15,57,BIOMARKERS,HGB
0.06999999999999999,0.42142991888322956,25,13,57,BIOMARKERS,HGB
0.08,0.42181540808543094,25,11,57,BIOMARKERS,HGB
0.09,0.42124542124542125,25,10,57,BIOMARKERS,HGB
0.09999999999999999,0.4191033138401559,25,10,57,BIOMARKERS,HGB
0.11,0.4190814113936526,25,9,57,BIOMARKERS,HGB
0.12,0.41706539074960125,25,9,57,BIOMARKERS,HGB
0.13,0.41500302480338774,25,9,57,BIOMARKERS,HGB
0.14,0.4128926968584251,25,9,57,BIOMARKERS,HGB
0.15000000000000002,0.4107327141382869,25,9,57,BIOMARKERS,HGB
0.16,0.4118629908103592,25,8,57,BIOMARKERS,HGB
0.17,0.4098499260198689,25,8,57,BIOMARKERS,HGB
0.18000000000000002,0.40778776208814715,25,8,57,BIOMARKERS,HGB
0.19,0.40567468052848166,25,8,57,BIOMARKERS,HGB
0.2,0.40350877192982454,25,8,57,BIOMARKERS,HGB
0.21000000000000002,0.4012880302020875,25,8,57,BIOMARKERS,HGB
0.22,0.3990103463787674,25,8,57,BIOMARKERS,HGB
0.23,0.3966735019366598,25,8,57,BIOMARKERS,HGB
0.24000000000000002,0.39427516158818093,25,8,57,BIOMARKERS,HGB
0.25,0.391812865497076,25,8,57,BIOMARKERS,HGB
0.26,0.3892840208629682,25,8,57,BIOMARKERS,HGB
0.27,0.3866858928142273,25,8,57,BIOMARKERS,HGB
0.28,0.3840155945419103,25,8,57,BIOMARKERS,HGB
0.29000000000000004,0.38127007659995055,25,8,57,BIOMARKERS,HGB
0.3,0.37844611528822053,25,8,57,BIOMARKERS,HGB
0.31,0.3755403000254258,25,8,57,BIOMARKERS,HGB
0.32,0.3725490196078431,25,8,57,BIOMARKERS,HGB
0.33,0.3694684472374967,25,8,57,BIOMARKERS,HGB
0.34,0.3487506645401382,24,8,57,BIOMARKERS,HGB
0.35000000000000003,0.34547908232118757,24,8,57,BIOMARKERS,HGB
0.36000000000000004,0.3421052631578947,24,8,57,BIOMARKERS,HGB
0.37,0.3386243386243386,24,8,57,BIOMARKERS,HGB
0.38,0.3350311262026033,24,8,57,BIOMARKERS,HGB
0.39,0.33132010353753233,24,8,57,BIOMARKERS,HGB
0.4,0.32748538011695905,24,8,57,BIOMARKERS,HGB
0.41000000000000003,0.3235206660719595,24,8,57,BIOMARKERS,HGB
0.42000000000000004,0.3194192377495462,24,8,57,BIOMARKERS,HGB
0.43,0.3151738996614343,24,8,57,BIOMARKERS,HGB
0.44,0.3107769423558897,24,8,57,BIOMARKERS,HGB
0.45,0.3062200956937799,24,8,57,BIOMARKERS,HGB
0.46,0.3014944769330734,24,8,57,BIOMARKERS,HGB
0.47000000000000003,0.2965905329361138,24,8,57,BIOMARKERS,HGB
0.48000000000000004,0.30769230769230765,24,7,57,BIOMARKERS,HGB
0.49,0.30306157550739593,24,7,57,BIOMARKERS,HGB
0.5,0.2982456140350877,24,7,57,BIOMARKERS,HGB
0.51,0.2932330827067669,24,7,57,BIOMARKERS,HGB
0.52,0.2880116959064327,24,7,57,BIOMARKERS,HGB
0.53,0.2825681224337439,24,7,57,BIOMARKERS,HGB
0.54,0.2768878718535469,24,7,57,BIOMARKERS,HGB
0.55,0.2709551656920077,24,7,57,BIOMARKERS,HGB
0.56,0.2647527910685805,24,7,57,BIOMARKERS,HGB
0.5700000000000001,0.2407180742554059,23,7,57,BIOMARKERS,HGB
0.5800000000000001,0.2339181286549707,23,7,57,BIOMARKERS,HGB
0.59,0.20924261874197692,22,7,57,BIOMARKERS,HGB
0.6,0.1842105263157895,21,7,57,BIOMARKERS,HGB
0.61,0.1763382816014395,21,7,57,BIOMARKERS,HGB
0.62,0.1680517082179132,21,7,57,BIOMARKERS,HGB
0.63,0.1891891891891892,21,6,57,BIOMARKERS,HGB
0.64,0.18128654970760233,21,6,57,BIOMARKERS,HGB
0.65,0.17293233082706763,21,6,57,BIOMARKERS,HGB
0.66,0.16408668730650153,21,6,57,BIOMARKERS,HGB
0.67,0.15470494417862835,21,6,57,BIOMARKERS,HGB
0.68,0.1447368421052631,21,6,57,BIOMARKERS,HGB
0.6900000000000001,0.1341256366723259,21,6,57,BIOMARKERS,HGB
0.7000000000000001,0.12280701754385959,21,6,57,BIOMARKERS,HGB
0.7100000000000001,0.11070780399274033,21,6,57,BIOMARKERS,HGB
0.72,0.08020050125313283,20,6,57,BIOMARKERS,HGB
0.73,0.06627680311890843,20,6,57,BIOMARKERS,HGB
0.74,0.06612685560053982,18,5,57,BIOMARKERS,HGB
0.75,0.03508771929824561,17,5,57,BIOMARKERS,HGB
0.76,0.020467836257309913,17,5,57,BIOMARKERS,HGB
0.77,-0.012967200610221219,16,5,57,BIOMARKERS,HGB
0.78,-0.06539074960127594,14,5,57,BIOMARKERS,HGB
0.79,-0.11946532999164583,12,5,57,BIOMARKERS,HGB
0.8,-0.08771929824561409,11,4,57,BIOMARKERS,HGB
0.81,-0.1061865189289013,11,4,57,BIOMARKERS,HGB
0.8200000000000001,-0.1267056530214426,11,4,57,BIOMARKERS,HGB
0.8300000000000001,-0.16718266253869984,10,4,57,BIOMARKERS,HGB
0.8400000000000001,-0.2280701754385967,8,4,57,BIOMARKERS,HGB
0.85,-0.25730994152046777,8,4,57,BIOMARKERS,HGB
0.86,-0.18295739348370926,8,3,57,BIOMARKERS,HGB
0.87,-0.0944669365721997,8,2,57,BIOMARKERS,HGB
0.88,-0.11695906432748537,8,2,57,BIOMARKERS,HGB
0.89,-0.14354066985645936,8,2,57,BIOMARKERS,HGB
0.9,-0.17543859649122812,8,2,57,BIOMARKERS,HGB
0.91,-0.03703703703703709,8,1,57,BIOMARKERS,HGB
0.92,-0.09649122807017554,6,1,57,BIOMARKERS,HGB
0.93,-0.14536340852130342,5,1,57,BIOMARKERS,HGB
0.9400000000000001,-0.18713450292397688,5,1,57,BIOMARKERS,HGB
0.9500000000000001,-0.24561403508771978,5,1,57,BIOMARKERS,HGB
0.9600000000000001,-0.35087719298245695,4,1,57,BIOMARKERS,HGB
0.97,-0.49707602339181234,4,1,57,BIOMARKERS,HGB
0.98,0.05263157894736842,3,0,57,BIOMARKERS,HGB
0.99,0.017543859649122806,1,0,57,BIOMARKERS,HGB
0.01,0.4332801701222754,25,30,57,BIOMARKERS,LinearSVM
0.02,0.4282133906194056,25,29,57,BIOMARKERS,LinearSVM
0.03,0.4228612769035992,25,29,57,BIOMARKERS,LinearSVM
0.04,0.42105263157894735,25,24,57,BIOMARKERS,LinearSVM
0.05,0.4173591874422899,25,23,57,BIOMARKERS,LinearSVM
0.060000000000000005,0.41620007465472186,25,20,57,BIOMARKERS,LinearSVM
0.06999999999999999,0.4121863799283154,25,20,57,BIOMARKERS,LinearSVM
0.08,0.4080854309687261,25,20,57,BIOMARKERS,LinearSVM
0.09,0.4038943512627723,25,20,57,BIOMARKERS,LinearSVM
0.09999999999999999,0.3996101364522417,25,20,57,BIOMARKERS,LinearSVM
0.11,0.397397989355411,25,19,57,BIOMARKERS,LinearSVM
0.12,0.3931419457735247,25,19,57,BIOMARKERS,LinearSVM
0.13,0.3940310546481145,25,17,57,BIOMARKERS,LinearSVM
0.14,0.39004487964096285,25,17,57,BIOMARKERS,LinearSVM
0.15000000000000002,0.38596491228070173,25,17,57,BIOMARKERS,LinearSVM
0.16,0.3817878028404344,25,17,57,BIOMARKERS,LinearSVM
0.17,0.35996618051151974,24,17,57,BIOMARKERS,LinearSVM
0.18000000000000002,0.355584082156611,24,17,57,BIOMARKERS,LinearSVM
0.19,0.3510937838423218,24,17,57,BIOMARKERS,LinearSVM
0.2,0.3464912280701754,24,17,57,BIOMARKERS,LinearSVM
0.21000000000000002,0.34177215189873417,24,17,57,BIOMARKERS,LinearSVM
0.22,0.336932073774179,24,17,57,BIOMARKERS,LinearSVM
0.23,0.33196627933470035,24,17,57,BIOMARKERS,LinearSVM
0.24000000000000002,0.3268698060941828,24,17,57,BIOMARKERS,LinearSVM
0.25,0.30409356725146197,23,17,57,BIOMARKERS,LinearSVM
0.26,0.2987197724039829,23,17,57,BIOMARKERS,LinearSVM
0.27,0.29319875030040854,23,17,57,BIOMARKERS,LinearSVM
0.28,0.29434697855750486,23,16,57,BIOMARKERS,LinearSVM
0.29000000000000004,0.28885594267358533,23,16,57,BIOMARKERS,LinearSVM
0.3,0.2832080200501253,23,16,57,BIOMARKERS,LinearSVM
0.31,0.27739638952453594,23,16,57,BIOMARKERS,LinearSVM
0.32,0.2714138286893705,23,16,57,BIOMARKERS,LinearSVM
0.33,0.2652526839486776,23,16,57,BIOMARKERS,LinearSVM
0.34,0.26794258373205737,23,15,57,BIOMARKERS,LinearSVM
0.35000000000000003,0.26180836707152494,23,15,57,BIOMARKERS,LinearSVM
0.36000000000000004,0.2554824561403508,23,15,57,BIOMARKERS,LinearSVM
0.37,0.24895572263993315,23,15,57,BIOMARKERS,LinearSVM
0.38,0.24221844934917938,23,15,57,BIOMARKERS,LinearSVM
0.39,0.24647684785734827,23,14,57,BIOMARKERS,LinearSVM
0.4,0.2514619883040935,23,13,57,BIOMARKERS,LinearSVM
0.41000000000000003,0.24501932798096934,23,13,57,BIOMARKERS,LinearSVM
0.42000000000000004,0.22081064730792493,22,13,57,BIOMARKERS,LinearSVM
0.43,0.213911972914743,22,13,57,BIOMARKERS,LinearSVM
0.44,0.20676691729323307,22,13,57,BIOMARKERS,LinearSVM
0.45,0.19936204146730463,22,13,57,BIOMARKERS,LinearSVM
0.46,0.22157244964262507,22,11,57,BIOMARKERS,LinearSVM
0.47000000000000003,0.21284342932803707,21,10,57,BIOMARKERS,LinearSVM
0.48000000000000004,0.20647773279352225,21,10,57,BIOMARKERS,LinearSVM
0.49,0.1823185414516684,20,10,57,BIOMARKERS,LinearSVM
0.5,0.19298245614035087,20,9,57,BIOMARKERS,LinearSVM
0.51,0.1697099892588614,18,8,57,BIOMARKERS,LinearSVM
0.52,0.18274853801169588,18,7,57,BIOMARKERS,LinearSVM
0.53,0.1970884658454647,18,6,57,BIOMARKERS,LinearSVM
0.54,0.19221967963386727,18,6,57,BIOMARKERS,LinearSVM
0.55,0.18713450292397657,18,6,57,BIOMARKERS,LinearSVM
0.56,0.164274322169059,17,6,57,BIOMARKERS,LinearSVM
0.5700000000000001,0.14116687066503464,16,6,57,BIOMARKERS,LinearSVM
0.5800000000000001,0.11779448621553879,15,6,57,BIOMARKERS,LinearSVM
0.59,0.11168164313222081,15,6,57,BIOMARKERS,LinearSVM
0.6,0.10526315789473686,15,6,57,BIOMARKERS,LinearSVM
0.61,0.12595591542959964,15,5,57,BIOMARKERS,LinearSVM
0.62,0.10249307479224376,14,5,57,BIOMARKERS,LinearSVM
0.63,0.09625414888572784,14,5,57,BIOMARKERS,LinearSVM
0.64,0.08966861598440545,14,5,57,BIOMARKERS,LinearSVM
0.65,0.11528822055137841,14,4,57,BIOMARKERS,LinearSVM
0.66,0.0918472652218782,13,4,57,BIOMARKERS,LinearSVM
0.67,0.12121212121212119,13,3,57,BIOMARKERS,LinearSVM
0.68,0.15350877192982454,13,2,57,BIOMARKERS,LinearSVM
0.6900000000000001,0.1499717034521788,13,2,57,BIOMARKERS,LinearSVM
0.7000000000000001,0.14619883040935672,13,2,57,BIOMARKERS,LinearSVM
0.7100000000000001,0.12462189957652747,12,2,57,BIOMARKERS,LinearSVM
0.72,0.10275689223057645,11,2,57,BIOMARKERS,LinearSVM
0.73,0.12800519818063677,10,1,57,BIOMARKERS,LinearSVM
0.74,0.10796221322537111,9,1,57,BIOMARKERS,LinearSVM
0.75,0.08771929824561403,8,1,57,BIOMARKERS,LinearSVM
0.76,0.0847953216374269,8,1,57,BIOMARKERS,LinearSVM
0.77,0.08161708619374522,8,1,57,BIOMARKERS,LinearSVM
0.78,0.060606060606060594,7,1,57,BIOMARKERS,LinearSVM
0.79,0.03926482873851293,6,1,57,BIOMARKERS,LinearSVM
0.8,0.0350877192982456,6,1,57,BIOMARKERS,LinearSVM
0.81,0.030470914127423795,6,1,57,BIOMARKERS,LinearSVM
0.8200000000000001,0.007797270955165664,5,1,57,BIOMARKERS,LinearSVM
0.8300000000000001,0.002063983488132054,5,1,57,BIOMARKERS,LinearSVM
0.8400000000000001,-0.004385964912280757,5,1,57,BIOMARKERS,LinearSVM
0.85,-0.011695906432748523,5,1,57,BIOMARKERS,LinearSVM
0.86,-0.020050125313283193,5,1,57,BIOMARKERS,LinearSVM
0.87,-0.029689608636977047,5,1,57,BIOMARKERS,LinearSVM
0.88,-0.04093567251461988,5,1,57,BIOMARKERS,LinearSVM
0.89,-0.10685805422647529,2,1,57,BIOMARKERS,LinearSVM
0.9,-0.12280701754385967,2,1,57,BIOMARKERS,LinearSVM
0.91,-0.15984405458089673,1,1,57,BIOMARKERS,LinearSVM
0.92,-0.18421052631578957,1,1,57,BIOMARKERS,LinearSVM
0.93,-0.23308270676691745,0,1,57,BIOMARKERS,LinearSVM
0.9400000000000001,0.0,0,0,57,BIOMARKERS,LinearSVM
0.9500000000000001,0.0,0,0,57,BIOMARKERS,LinearSVM
0.9600000000000001,0.0,0,0,57,BIOMARKERS,LinearSVM
0.97,0.0,0,0,57,BIOMARKERS,LinearSVM
0.98,0.0,0,0,57,BIOMARKERS,LinearSVM
0.99,0.0,0,0,57,BIOMARKERS,LinearSVM
0.01,0.4341662236399078,25,25,57,BIOMARKERS,LogReg
0.02,0.4300035803795202,25,24,57,BIOMARKERS,LogReg
0.03,0.4261168384879725,25,23,57,BIOMARKERS,LogReg
0.04,0.42178362573099415,25,23,57,BIOMARKERS,LogReg
0.05,0.4173591874422899,25,23,57,BIOMARKERS,LogReg
0.060000000000000005,0.41284061216871965,25,23,57,BIOMARKERS,LogReg
0.06999999999999999,0.40822486323335216,25,23,57,BIOMARKERS,LogReg
0.08,0.40503432494279173,25,22,57,BIOMARKERS,LogReg
0.09,0.4004241372662425,25,22,57,BIOMARKERS,LogReg
0.09999999999999999,0.39571150097465885,25,22,57,BIOMARKERS,LogReg
0.11,0.3908929627439385,25,22,57,BIOMARKERS,LogReg
0.12,0.38596491228070173,25,22,57,BIOMARKERS,LogReg
0.13,0.38092357330106874,25,22,57,BIOMARKERS,LogReg
0.14,0.3757649938800489,25,22,57,BIOMARKERS,LogReg
0.15000000000000002,0.370485036119711,25,22,57,BIOMARKERS,LogReg
0.16,0.36507936507936506,25,22,57,BIOMARKERS,LogReg
0.17,0.35954343690551677,25,22,57,BIOMARKERS,LogReg
0.18000000000000002,0.3538724860932819,25,22,57,BIOMARKERS,LogReg
0.19,0.34806151180420186,25,22,57,BIOMARKERS,LogReg
0.2,0.3421052631578947,25,22,57,BIOMARKERS,LogReg
0.21000000000000002,0.3359982234066178,25,22,57,BIOMARKERS,LogReg
0.22,0.32973459289248763,25,22,57,BIOMARKERS,LogReg
0.23,0.3233082706766917,25,22,57,BIOMARKERS,LogReg
0.24000000000000002,0.322253000923361,25,21,57,BIOMARKERS,LogReg
0.25,0.3157894736842105,25,21,57,BIOMARKERS,LogReg
0.26,0.30915125651967756,25,21,57,BIOMARKERS,LogReg
0.27,0.30233117039173274,25,21,57,BIOMARKERS,LogReg
0.28,0.27777777777777773,24,21,57,BIOMARKERS,LogReg
0.29000000000000004,0.2705707931801334,24,21,57,BIOMARKERS,LogReg
0.3,0.2631578947368421,24,21,57,BIOMARKERS,LogReg
0.31,0.25553012967200606,24,21,57,BIOMARKERS,LogReg
0.32,0.24767801857585137,24,21,57,BIOMARKERS,LogReg
0.33,0.23959151610369203,24,21,57,BIOMARKERS,LogReg
0.34,0.2312599681020733,24,21,57,BIOMARKERS,LogReg
0.35000000000000003,0.2510121457489878,24,18,57,BIOMARKERS,LogReg
0.36000000000000004,0.2532894736842105,24,17,57,BIOMARKERS,LogReg
0.37,0.24589250905040377,24,17,57,BIOMARKERS,LogReg
0.38,0.22071307300509335,23,17,57,BIOMARKERS,LogReg
0.39,0.21282714984181764,23,17,57,BIOMARKERS,LogReg
0.4,0.20467836257309938,23,17,57,BIOMARKERS,LogReg
0.41000000000000003,0.2206363366042224,23,15,57,BIOMARKERS,LogReg
0.42000000000000004,0.21294615849969747,23,15,57,BIOMARKERS,LogReg
0.43,0.20498614958448755,23,15,57,BIOMARKERS,LogReg
0.44,0.20676691729323307,22,13,57,BIOMARKERS,LogReg
0.45,0.19936204146730463,22,13,57,BIOMARKERS,LogReg
0.46,0.19168291098115658,22,13,57,BIOMARKERS,LogReg
0.47000000000000003,0.1837140019860973,22,13,57,BIOMARKERS,LogReg
0.48000000000000004,0.17543859649122806,22,13,57,BIOMARKERS,LogReg
0.49,0.18369453044375647,22,12,57,BIOMARKERS,LogReg
0.5,0.15789473684210525,21,12,57,BIOMARKERS,LogReg
0.51,0.1317579663444325,20,12,57,BIOMARKERS,LogReg
0.52,0.14327485380116955,19,10,57,BIOMARKERS,LogReg
0.53,0.11795446061963416,18,10,57,BIOMARKERS,LogReg
0.54,0.15102974828375285,18,8,57,BIOMARKERS,LogReg
0.55,0.14424951267056524,18,8,57,BIOMARKERS,LogReg
0.56,0.06698564593301432,14,8,57,BIOMARKERS,LogReg
0.5700000000000001,0.11179110567115459,13,5,57,BIOMARKERS,LogReg
0.5800000000000001,0.08939014202172092,12,5,57,BIOMARKERS,LogReg
0.59,0.08429610611895594,12,5,57,BIOMARKERS,LogReg
0.6,0.07894736842105265,12,5,57,BIOMARKERS,LogReg
0.61,0.07332433648223122,12,5,57,BIOMARKERS,LogReg
0.62,0.06740535549399815,12,5,57,BIOMARKERS,LogReg
0.63,0.061166429587482224,12,5,57,BIOMARKERS,LogReg
0.64,0.05458089668615984,12,5,57,BIOMARKERS,LogReg
0.65,0.04761904761904759,12,5,57,BIOMARKERS,LogReg
0.66,0.040247678018575844,12,5,57,BIOMARKERS,LogReg
0.67,0.03242955874534817,12,5,57,BIOMARKERS,LogReg
0.68,0.006578947368421018,11,5,57,BIOMARKERS,LogReg
0.6900000000000001,-0.0022637238256933145,11,5,57,BIOMARKERS,LogReg
0.7000000000000001,-0.011695906432748593,11,5,57,BIOMARKERS,LogReg
0.7100000000000001,-0.021778584392014605,11,5,57,BIOMARKERS,LogReg
0.72,-0.03258145363408518,11,5,57,BIOMARKERS,LogReg
0.73,0.0032488628979857326,11,4,57,BIOMARKERS,LogReg
0.74,-0.006747638326585675,11,4,57,BIOMARKERS,LogReg
0.75,-0.03508771929824561,10,4,57,BIOMARKERS,LogReg
0.76,-0.04678362573099418,10,4,57,BIOMARKERS,LogReg
0.77,-0.059496567505720827,10,4,57,BIOMARKERS,LogReg
0.78,-0.07336523125996813,10,4,57,BIOMARKERS,LogReg
0.79,-0.08855472013366755,10,4,57,BIOMARKERS,LogReg
0.8,-0.10526315789473689,10,4,57,BIOMARKERS,LogReg
0.81,-0.04893813481071105,10,3,57,BIOMARKERS,LogReg
0.8200000000000001,0.015594541910331328,10,2,57,BIOMARKERS,LogReg
0.8300000000000001,0.004127966976264108,10,2,57,BIOMARKERS,LogReg
0.8400000000000001,-0.008771929824561514,10,2,57,BIOMARKERS,LogReg
0.85,-0.04093567251461985,9,2,57,BIOMARKERS,LogReg
0.86,0.032581453634085225,8,1,57,BIOMARKERS,LogReg
0.87,0.005398110661268565,7,1,57,BIOMARKERS,LogReg
0.88,-0.005847953216374269,7,1,57,BIOMARKERS,LogReg
0.89,-0.01913875598086126,7,1,57,BIOMARKERS,LogReg
0.9,-0.03508771929824564,7,1,57,BIOMARKERS,LogReg
0.91,-0.0545808966861599,7,1,57,BIOMARKERS,LogReg
0.92,-0.07894736842105274,7,1,57,BIOMARKERS,LogReg
0.93,-0.1102756892230578,7,1,57,BIOMARKERS,LogReg
0.9400000000000001,-0.15204678362573126,7,1,57,BIOMARKERS,LogReg
0.9500000000000001,-0.22807017543859698,6,1,57,BIOMARKERS,LogReg
0.9600000000000001,-0.33333333333333415,5,1,57,BIOMARKERS,LogReg
0.97,-0.47953216374268953,5,1,57,BIOMARKERS,LogReg
0.98,-0.7719298245614028,5,1,57,BIOMARKERS,LogReg
0.99,-1.6491228070175423,5,1,57,BIOMARKERS,LogReg
0.01,0.4331029594187489,25,31,57,BIOMARKERS,RF
0.02,0.4278553526673827,25,30,57,BIOMARKERS,RF
0.03,0.4228612769035992,25,29,57,BIOMARKERS,RF
0.04,0.4181286549707602,25,28,57,BIOMARKERS,RF
0.05,0.4136657433056325,25,27,57,BIOMARKERS,RF
0.060000000000000005,0.40836132885404997,25,27,57,BIOMARKERS,RF
0.06999999999999999,0.4029428409734012,25,27,57,BIOMARKERS,RF
0.08,0.39740655987795576,25,27,57,BIOMARKERS,RF
0.09,0.39348370927318294,25,26,57,BIOMARKERS,RF
0.09999999999999999,0.391812865497076,25,24,57,BIOMARKERS,RF
0.11,0.38655627833629014,25,24,57,BIOMARKERS,RF
0.12,0.3883572567783094,25,21,57,BIOMARKERS,RF
0.13,0.3835450695704779,25,21,57,BIOMARKERS,RF
0.14,0.3814769481844145,25,20,57,BIOMARKERS,RF
0.15000000000000002,0.38286893704850355,25,18,57,BIOMARKERS,RF
0.16,0.37844611528822053,25,18,57,BIOMARKERS,RF
0.17,0.37391671950961736,25,18,57,BIOMARKERS,RF
0.18000000000000002,0.37312794180573383,25,17,57,BIOMARKERS,RF
0.19,0.3686376434914447,25,17,57,BIOMARKERS,RF
0.2,0.3640350877192982,25,17,57,BIOMARKERS,RF
0.21000000000000002,0.37330668443260046,25,14,57,BIOMARKERS,RF
0.22,0.3742690058479532,25,13,57,BIOMARKERS,RF
0.23,0.37047163362952834,25,13,57,BIOMARKERS,RF
0.24000000000000002,0.3721144967682364,25,12,57,BIOMARKERS,RF
0.25,0.3742690058479532,25,11,57,BIOMARKERS,RF
0.26,0.37079184447605495,25,11,57,BIOMARKERS,RF
0.27,0.36721941840903627,25,11,57,BIOMARKERS,RF
0.28,0.36354775828460034,25,11,57,BIOMARKERS,RF
0.29000000000000004,0.3597726711144057,25,11,57,BIOMARKERS,RF
0.3,0.3558897243107769,25,11,57,BIOMARKERS,RF
0.31,0.3597762522247648,25,10,57,BIOMARKERS,RF
0.32,0.3560371517027864,25,10,57,BIOMARKERS,RF
0.33,0.35218643623985335,25,10,57,BIOMARKERS,RF
0.34,0.3482190324295587,25,10,57,BIOMARKERS,RF
0.35000000000000003,0.3441295546558704,25,10,57,BIOMARKERS,RF
0.36000000000000004,0.3223684210526315,24,10,57,BIOMARKERS,RF
0.37,0.3180172653856864,24,10,57,BIOMARKERS,RF
0.38,0.3242784380305602,24,9,57,BIOMARKERS,RF
0.39,0.32010353753235543,24,9,57,BIOMARKERS,RF
0.4,0.32748538011695905,24,8,57,BIOMARKERS,RF
0.41000000000000003,0.3235206660719595,24,8,57,BIOMARKERS,RF
0.42000000000000004,0.3321234119782214,24,7,57,BIOMARKERS,RF
0.43,0.3284087411511234,24,7,57,BIOMARKERS,RF
0.44,0.32456140350877194,24,7,57,BIOMARKERS,RF
0.45,0.32057416267942584,24,7,57,BIOMARKERS,RF
0.46,0.3313840155945419,24,6,57,BIOMARKERS,RF
0.47000000000000003,0.32770605759682225,24,6,57,BIOMARKERS,RF
0.48000000000000004,0.3238866396761133,24,6,57,BIOMARKERS,RF
0.49,0.31991744066047473,24,6,57,BIOMARKERS,RF
0.5,0.3157894736842105,24,6,57,BIOMARKERS,RF
0.51,0.31149301825993553,24,6,57,BIOMARKERS,RF
0.52,0.3070175438596491,24,6,57,BIOMARKERS,RF
0.53,0.3221351250466592,24,5,57,BIOMARKERS,RF
0.54,0.3386727688787185,24,4,57,BIOMARKERS,RF
0.55,0.33528265107212474,24,4,57,BIOMARKERS,RF
0.56,0.3317384370015949,24,4,57,BIOMARKERS,RF
0.5700000000000001,0.3280293757649938,24,4,57,BIOMARKERS,RF
0.5800000000000001,0.28905597326649957,22,4,57,BIOMARKERS,RF
0.59,0.28498074454428757,22,4,57,BIOMARKERS,RF
0.6,0.2631578947368421,21,4,57,BIOMARKERS,RF
0.61,0.24111560953666217,20,4,57,BIOMARKERS,RF
0.62,0.1837488457987073,17,4,57,BIOMARKERS,RF
0.63,0.17875770507349453,17,4,57,BIOMARKERS,RF
0.64,0.17348927875243664,17,4,57,BIOMARKERS,RF
0.65,0.21553884711779447,16,2,57,BIOMARKERS,RF
0.66,0.19504643962848295,15,2,57,BIOMARKERS,RF
0.67,0.17437533227006907,14,2,57,BIOMARKERS,RF
0.68,0.15350877192982454,13,2,57,BIOMARKERS,RF
0.6900000000000001,0.1148839841539332,11,2,57,BIOMARKERS,RF
0.7000000000000001,0.11111111111111109,11,2,57,BIOMARKERS,RF
0.7100000000000001,0.08953418027828186,10,2,57,BIOMARKERS,RF
0.72,0.08521303258145364,10,2,57,BIOMARKERS,RF
